area_code,area_code_3,category,geo_level,area_name,country,region,ua,city
W06000003,W06,Unitary Authority,3,Conwy,Wales,NA,Conwy,NA
W06000004,W06,Unitary Authority,3,Denbighshire,Wales,NA,Denbighshire,NA
W06000005,W06,Unitary Authority,3,Flintshire,Wales,NA,Flintshire,NA
W06000006,W06,Unitary Authority,3,Wrexham,Wales,NA,Wrexham,NA
W06000023,W06,Unitary Authority,3,Powys,Wales,NA,Powys,NA
W06000008,W06,Unitary Authority,3,Ceredigion,Wales,NA,Ceredigion,NA
W06000009,W06,Unitary Authority,3,Pembrokeshire,Wales,NA,Pembrokeshire,NA
W06000010,W06,Unitary Authority,3,Carmarthenshire,Wales,NA,Carmarthenshire,NA
W06000011,W06,Unitary Authority,3,Swansea,Wales,NA,Swansea,NA
W06000012,W06,Unitary Authority,3,Neath Port Talbot,Wales,NA,Neath Port Talbot,NA
W06000013,W06,Unitary Authority,3,Bridgend,Wales,NA,Bridgend,NA
W06000014,W06,Unitary Authority,3,Vale of Glamorgan,Wales,NA,Vale of Glamorgan,NA
W06000015,W06,Unitary Authority,3,Cardiff,Wales,NA,Cardiff,NA
W06000016,W06,Unitary Authority,3,Rhondda Cynon Taf,Wales,NA,Rhondda Cynon Taf,NA
W06000024,W06,Unitary Authority,3,Merthyr Tydfil,Wales,NA,Merthyr Tydfil,NA
W06000018,W06,Unitary Authority,3,Caerphilly,Wales,NA,Caerphilly,NA
W06000019,W06,Unitary Authority,3,Blaenau Gwent,Wales,NA,Blaenau Gwent,NA
W06000020,W06,Unitary Authority,3,Torfaen,Wales,NA,Torfaen,NA
W06000021,W06,Unitary Authority,3,Monmouthshire,Wales,NA,Monmouthshire,NA
W06000022,W06,Unitary Authority,3,Newport,Wales,NA,Newport,NA
